train_loss,test_loss
0.8275025039039857,0.19627192982456143
0.5718912182495608,0.19261695906432752
0.5036289608269408,0.17653508771929827
0.4575456789536783,0.17397660818713445
0.42244093137526373,0.16959064327485385
0.38132577759829184,0.17470760233918126
0.3491066852856798,0.17105263157894735
0.32254586669436675,0.153874269005848
0.2919830160095678,0.1834795321637427
0.2739370224768655,0.17141812865497075
0.25912110808125716,0.17214912280701755
0.21619158194601884,0.16776315789473684
0.18407628711378365,0.17799707602339176
0.1636651063566668,0.1849415204678363
0.14898913521428556,0.17397660818713445
0.12496717718609593,0.18201754385964908
0.11911783039526284,0.16630116959064323
0.1159286278229185,0.18274853801169588
0.093439696699773,0.16739766081871343
0.06652662594808124,0.17653508771929827
0.0662602379629443,0.16191520467836262
0.062224202914631856,0.21198830409356728
0.06032592912847231,0.1845760233918129
0.06228194880293824,0.19736842105263153
0.06068322820076991,0.1878654970760234
0.05073177670019717,0.185672514619883
0.05137187465126708,0.1900584795321637
0.055950540149235846,0.189327485380117
0.0478450641429531,0.17690058479532167
0.043747056045498674,0.17690058479532167
0.032909226171503506,0.17361111111111116
0.03907180422296127,0.16776315789473684
