train_loss,test_loss
0.7314253805847893,0.19517543859649122
0.5467654896235605,0.1842105263157895
0.4802990571012971,0.19371345029239762
0.4295403265029366,0.1864035087719298
0.39317614247488697,0.20321637426900585
0.3566278603516127,0.19590643274853803
0.316147801842083,0.20540935672514615
0.2831271374325829,0.1845760233918129
0.25192069663116107,0.18311403508771928
0.2174790904949806,0.1838450292397661
0.19198391356706968,0.1853070175438597
0.15978147363431797,0.17068713450292394
0.14225594445583764,0.17470760233918126
0.12359463097936098,0.16739766081871343
0.11222603636772006,0.17178362573099415
0.09490499266202708,0.16995614035087714
0.09099911233649878,0.17836257309941517
0.0842137518345667,0.16520467836257313
0.08410864593924094,0.16812865497076024
0.0799110835630512,0.16557017543859653
0.07763598103495586,0.17580409356725146
0.061319300312411354,0.18311403508771928
0.058059179379294314,0.16557017543859653
0.0544954140780205,0.17653508771929827
0.050632527461942634,0.17434210526315785
0.05038273557155987,0.17141812865497075
0.047407583077404135,0.17397660818713445
0.03711434637054417,0.17836257309941517
0.03956499070215736,0.18019005847953218
0.042123156427997424,0.18238304093567248
0.0494986189893438,0.16959064327485385
0.03779895584883947,0.1849415204678363
