train_loss,test_loss
1.2551415109494974,0.2160087719298246
0.5996136725471731,0.21198830409356728
0.5325087010860443,0.19736842105263153
0.4954277232986445,0.1838450292397661
0.46870237000678716,0.1860380116959064
0.445448992370862,0.17580409356725146
0.42043077701713605,0.17105263157894735
0.40518353659419987,0.17470760233918126
0.3801377798425175,0.17543859649122806
0.3639390507593141,0.17872807017543857
0.34123487463384344,0.17872807017543857
0.32598565405572366,0.18055555555555558
0.31033868598615566,0.17361111111111116
0.2922280109787022,0.17105263157894735
0.2724954524671125,0.17251461988304095
0.24968162085316334,0.17434210526315785
0.23478510024908342,0.16849415204678364
0.21459664531836384,0.16922514619883045
0.20160111568715663,0.17397660818713445
0.19440285866938486,0.17214912280701755
0.17973543350089188,0.16483918128654973
0.15511266765190146,0.16849415204678364
0.14243750076479555,0.17909356725146197
0.1308063284728175,0.16739766081871343
0.12435749184601662,0.17068713450292394
0.1147717922185248,0.19225146198830412
0.11141839389531323,0.17288011695906436
0.10304462225639333,0.17178362573099415
0.09798353101938354,0.17105263157894735
0.0928297127482661,0.18055555555555558
0.0906654300783592,0.16483918128654973
0.08210614766947359,0.16849415204678364
