train_loss,test_loss
1.2404976047967609,0.22587719298245612
0.6188776246898355,0.2189327485380117
0.5395561025330895,0.21345029239766078
0.49925323885086687,0.20138888888888884
0.46985751338172377,0.19371345029239762
0.44468066048378135,0.17726608187134507
0.4256431189806838,0.18201754385964908
0.40432254320871064,0.17726608187134507
0.3861865591018172,0.16776315789473684
0.36376220447539587,0.16812865497076024
0.34398817948517746,0.16557017543859653
0.3263101401515523,0.16118421052631582
0.3043586949420254,0.17543859649122806
0.28987907718496714,0.16995614035087714
0.270639481665621,0.16849415204678364
0.2554364080230395,0.16630116959064323
0.23498361581685948,0.16337719298245612
0.21965538753926406,0.16264619883040932
0.2032854093663525,0.16118421052631582
0.19485082618935765,0.16337719298245612
0.1751911847018882,0.16666666666666663
0.16445727682841277,0.16703216374269003
0.14582768533574908,0.16301169590643272
0.13790891971983757,0.16410818713450293
0.13572935951732054,0.16849415204678364
0.12004010167452153,0.185672514619883
0.11723754860253797,0.19188596491228072
0.11388301506246391,0.20504385964912286
0.11169161205316147,0.23135964912280704
0.11167341303788343,0.17507309941520466
0.09512847443846495,0.16666666666666663
0.0929924390218847,0.16264619883040932
