train_loss,test_loss
0.7876832539226577,0.20577485380116955
0.5576699400505825,0.20138888888888884
0.4897403171536518,0.16959064327485385
0.4431465631514265,0.1589912280701754
0.4074737468832417,0.16374269005847952
0.36649530350464826,0.1582602339181286
0.3340580027702956,0.16483918128654973
0.3021264673150771,0.16374269005847952
0.2741186787859041,0.16301169590643272
0.24667652692014014,0.16337719298245612
0.21390939499551093,0.16337719298245612
0.19670715583869589,0.16483918128654973
0.1700710090672412,0.17580409356725146
0.15297022901954707,0.1582602339181286
0.14235483740636132,0.16812865497076024
0.12975092859644638,0.17653508771929827
0.1108998218170035,0.16374269005847952
0.08506937576621248,0.17434210526315785
0.0832965458574438,0.17726608187134507
0.06535808130151086,0.1834795321637427
0.058844765438562076,0.17763157894736847
0.05810666168299204,0.17690058479532167
0.053612325757153724,0.18128654970760238
0.05267348682932686,0.1834795321637427
0.049495785020575014,0.19188596491228072
0.05247296080025926,0.18274853801169588
0.05529090986799514,0.18128654970760238
0.05095411774604336,0.17470760233918126
0.04960822050013084,0.17032163742690054
0.04024056926620198,0.18238304093567248
0.03611256452536003,0.16776315789473684
0.05056014807969032,0.16995614035087714
