train_loss,test_loss
1.3300719320425514,0.2192982456140351
0.6375515677078426,0.19663742690058483
0.5602468220811141,0.1834795321637427
0.5206939464772654,0.18055555555555558
0.4889699592750672,0.17982456140350878
0.4640062812998978,0.17141812865497075
0.4460901917769895,0.17397660818713445
0.4271198429210841,0.17214912280701755
0.40598688017555146,0.16739766081871343
0.39110944886305177,0.16264619883040932
0.3759480808039158,0.16885964912280704
0.3547267042405424,0.16520467836257313
0.3402290433122401,0.1589912280701754
0.32602246654661077,0.16118421052631582
0.31151078728555937,0.16228070175438591
0.2945157462044766,0.16557017543859653
0.28281644779687737,0.16191520467836262
0.26738812203644313,0.16447368421052633
0.25649764619724097,0.16337719298245612
0.2362682952692634,0.1593567251461988
0.22373878393779723,0.1553362573099415
0.2125182982250961,0.16264619883040932
0.20007277576372637,0.16666666666666663
0.19143489456316184,0.16374269005847952
0.17765886998838848,0.17068713450292394
0.1668017370223302,0.1600877192982456
0.16208641276809208,0.16739766081871343
0.14895138593270765,0.16447368421052633
0.13752634893035331,0.16191520467836262
0.13048424138224612,0.17361111111111116
0.1379752963868498,0.16885964912280704
0.16999843383305951,0.16885964912280704
