train_loss,test_loss
1.1478171557710881,0.20906432748538006
0.608314794057991,0.19700292397660824
0.5355254274014144,0.189327485380117
0.49302079471928334,0.17945906432748537
0.4601644542482164,0.17909356725146197
0.43737377165353786,0.17690058479532167
0.40724583344849924,0.17434210526315785
0.3882252159174423,0.17653508771929827
0.3664270217655695,0.17141812865497075
0.34267750303996236,0.16666666666666663
0.3248190503371389,0.16959064327485385
0.3015156778675771,0.16849415204678364
0.2848139540319554,0.17580409356725146
0.26769195287896874,0.17763157894736847
0.25971040190660466,0.17068713450292394
0.23579490406994233,0.16301169590643272
0.22247808125981114,0.1575292397660819
0.2025045030124006,0.17543859649122806
0.18285663199355032,0.16666666666666663
0.17163195600460845,0.16557017543859653
0.1628848804890761,0.17178362573099415
0.15657245539869483,0.16081871345029242
0.14563616264981832,0.17909356725146197
0.14311347376794842,0.1860380116959064
0.13635578984666985,0.18019005847953218
0.13333335268305757,0.17543859649122806
0.12881749427240147,0.16557017543859653
0.12115718528889773,0.16922514619883045
0.1195556791662647,0.16045321637426901
0.12377317482877893,0.1600877192982456
0.11411894789259684,0.16995614035087714
0.09462824234009137,0.17288011695906436
