train_loss,test_loss
0.7762993079179908,0.2207602339181286
0.5710266166263156,0.2185672514619883
0.49315540797529167,0.17178362573099415
0.4481886785629897,0.17397660818713445
0.4169546038958064,0.17470760233918126
0.38829616888573293,0.16447368421052633
0.35245763401539004,0.16337719298245612
0.3145629613284479,0.16557017543859653
0.2842470126019584,0.16337719298245612
0.2504247224383187,0.16154970760233922
0.23087079073601996,0.17251461988304095
0.20233867374079967,0.18201754385964908
0.1753490001224635,0.17470760233918126
0.15773554259573508,0.17543859649122806
0.13612890060533556,0.17763157894736847
0.12808327233603997,0.17616959064327486
0.11970812318661408,0.16885964912280704
0.0853856478093399,0.16739766081871343
0.0828476554676019,0.17543859649122806
0.08467516600432103,0.18274853801169588
0.07714618490300855,0.17909356725146197
0.08188413803558252,0.19919590643274854
0.07594057561404872,0.18201754385964908
0.05826545091977681,0.1860380116959064
0.05212719070763267,0.17178362573099415
0.04367353010116613,0.17690058479532167
0.04490430939572248,0.16081871345029242
0.038582696037486805,0.16593567251461994
0.04090736135404709,0.16739766081871343
0.035727535088530236,0.17214912280701755
0.03351136263492599,0.17105263157894735
0.03534439014820981,0.17580409356725146
