train_loss,test_loss
1.2266330387857225,0.23538011695906436
0.6472374329790037,0.20321637426900585
0.5809343795330204,0.19700292397660824
0.5354381839782871,0.1907894736842105
0.5079448770361337,0.17799707602339176
0.48433903818242036,0.18019005847953218
0.4632020823613942,0.18092105263157898
0.44810133527594004,0.17361111111111116
0.4304948093598349,0.16776315789473684
0.41547961637639164,0.17141812865497075
0.4024326470163133,0.17361111111111116
0.3863357162615012,0.16849415204678364
0.368798192655831,0.16959064327485385
0.35601871665458235,0.16703216374269003
0.3425195401000698,0.16922514619883045
0.33064808021163383,0.16593567251461994
0.31672258091251754,0.16885964912280704
0.3027158455367674,0.17178362573099415
0.29202841997843737,0.17324561403508776
0.2751383370997613,0.16447368421052633
0.26363192838534977,0.16337719298245612
0.25378377182267564,0.16922514619883045
0.24492726610069387,0.16520467836257313
0.2303074932934945,0.16739766081871343
0.2144617138114589,0.16812865497076024
0.2081034318571202,0.17324561403508776
0.19560418613472877,0.16885964912280704
0.18505626629319108,0.16410818713450293
0.1761673519398734,0.16922514619883045
0.16998999021206682,0.17068713450292394
0.16482862333456674,0.18128654970760238
0.15422551651969987,0.18165204678362568
