Mary_Elizabeth_Mastrantonio_0001.jpg,happiness
Jacques_Chirac_0052.jpg,neutral
Guillermo_Coria_0027.jpg,neutral
Andres_Manuel_Lopez_Obrador_0001.jpg,neutral
Scott_McClellan_0001.jpg,neutral
Steve_Austin_0001.jpg,neutral
Gerry_Adams_0006.jpg,neutral
Mike_Matheny_0001.jpg,neutral
HrithikRoshan_169.jpg,neutral
Thomas_Fargo_0002.jpg,neutral
FaridaJalal_98.jpg,happiness
Al_Sharpton_0003.jpg,neutral
William_Hochul_0001.jpg,neutral
Dileep_17.jpg,surprise
Colin_Powell_0216.jpg,happiness
Glen_DaSilva_0001.jpg,happiness
Steven_Spielberg_0003.jpg,neutral
Andre_Agassi_0028.jpg,happiness
Zarai_Toledo_0001.jpg,happiness
Hillary_Clinton_0012.jpg,happiness
Leon_Silver_0001.jpg,neutral
Ian_Thorpe_0004.jpg,happiness
George_W_Bush_0505.jpg,neutral
Mitoji_Yabunaka_0001.jpg,neutral
Carolina_Kluft_0002.jpg,happiness
Anwar_Ibrahim_0001.jpg,neutral
Tommy_Robredo_0002.jpg,anger
Ariel_Sharon_0027.jpg,neutral
George_W_Bush_0242.jpg,neutral
Megawati_Sukarnoputri_0020.jpg,neutral
Patrice_Chereau_0002.jpg,happiness
Wayne_Newton_0001.jpg,happiness
Shaukat_Aziz_0002.jpg,happiness
Stockard_Channing_0003.jpg,happiness
Simon_Yam_0001.jpg,happiness
Dave_McNealey_0001.jpg,happiness
Christina_Aguilera_0004.jpg,happiness
Jennifer_Aniston_0003.jpg,sadness
Grant_Hackett_0003.jpg,happiness
HrithikRoshan_119.jpg,disgust
Richard_Myers_0007.jpg,sadness
Kirk_Johnson_0003.jpg,neutral
Jayamadhuri_131.jpg,happiness
Jiri_Novak_0008.jpg,neutral
Muffet_McGraw_0001.jpg,surprise
Dileep_51.jpg,sadness
Laura_Bush_0014.jpg,happiness
Rick_Romley_0002.jpg,neutral
Andy_Benes_0001.jpg,neutral
Prince_Harry_0002.jpg,happiness
George_W_Bush_0302.jpg,neutral
Sourav_Ganguly_0005.jpg,happiness
Barry_Hinson_0001.jpg,neutral
Wayne_Ferreira_0002.jpg,neutral
Randy_Brown_0001.jpg,neutral
Dariusz_Michalczewski_0001.jpg,anger
Colin_Powell_0109.jpg,neutral
Kim_Dae-jung_0005.jpg,happiness
Mohammed_Al-Douri_0010.jpg,neutral
Nida_Blanca_0001.jpg,happiness
Katrin_Susi_0001.jpg,happiness
Jiang_Zemin_0004.jpg,happiness
Mary_Hill_0001.jpg,happiness
Michelangelo_Antonioni_0001.jpg,neutral
John_Nash_0001.jpg,neutral
Asif_Ali_Zardari_0001.jpg,neutral
Mike_Myers_0004.jpg,surprise
Matthew_Perry_0007.jpg,neutral
Ernesto_Zedillo_0001.jpg,neutral
Elsa_Zylberstein_0001.jpg,happiness
Arnold_Schwarzenegger_0002.jpg,happiness
Nestor_Kirchner_0020.jpg,neutral
William_Bratton_0002.jpg,neutral
Raymond_Arthurs_0001.jpg,neutral
Ray_Romano_0003.jpg,happiness
Teresa_Williams_0001.jpg,happiness
Tony_Blair_0025.jpg,happiness
Sally_Kirkland_0004.jpg,happiness
Serena_Williams_0019.jpg,neutral
Hector_Babenco_0001.jpg,neutral
Djabir_Said-Guerni_0001.jpg,neutral
Jose_Luis_Santiago_Vasconcelos_0001.jpg,neutral
Pervez_Musharraf_0014.jpg,neutral
Oxana_Fedorova_0003.jpg,happiness
Martin_Hoellwarth_0002.jpg,happiness
Damon_Dash_0001.jpg,happiness
SharmilaTagore_33.jpg,happiness
Janet_Crawford_0001.jpg,neutral
George_W_Bush_0450.jpg,neutral
Michael_Moore_0003.jpg,neutral
Tom_Cruise_0002.jpg,happiness
George_W_Bush_0056.jpg,surprise
Billy_Crystal_0006.jpg,neutral
George_W_Bush_0424.jpg,neutral
Martin_McGuinness_0002.jpg,neutral
Sean_OKeefe_0004.jpg,neutral
Jean_Chretien_0044.jpg,neutral
Colin_Powell_0039.jpg,neutral
George_Voinovich_0003.jpg,neutral
Mike_Miller_0001.jpg,neutral
Naomi_Watts_0014.jpg,happiness
Saddam_Hussein_0009.jpg,happiness
Dennis_Hastert_0001.jpg,neutral
Fidel_Castro_0005.jpg,neutral
Nancy_Pelosi_0013.jpg,surprise
Troy_Hudson_0001.jpg,neutral
Richard_Gephardt_0011.jpg,neutral
SharmilaTagore_16.jpg,happiness
Roberto_Marinho_0001.jpg,happiness
George_W_Bush_0146.jpg,neutral
Muammar_Gaddafi_0002.jpg,neutral
Bijan_Namdar_Zangeneh_0002.jpg,neutral
Tim_Curry_0002.jpg,happiness
Donald_Rumsfeld_0030.jpg,neutral
Lawrence_MacAulay_0001.jpg,happiness
Jennifer_Capriati_0022.jpg,surprise
Tim_Allen_0001.jpg,happiness
Stephane_Rousseau_0001.jpg,happiness
Chen_Shui-bian_0002.jpg,happiness
Angela_Bassett_0004.jpg,happiness
Bob_Dole_0003.jpg,neutral
Jayamadhuri_80.jpg,disgust
Frank_Stallone_0001.jpg,neutral
Dominique_de_Villepin_0011.jpg,neutral
Megawati_Sukarnoputri_0029.jpg,happiness
George_W_Bush_0374.jpg,neutral
Vicente_Fernandez_0001.jpg,happiness
Britney_Spears_0008.jpg,neutral
Thabo_Mbeki_0005.jpg,happiness
George_W_Bush_0331.jpg,happiness
HrithikRoshan_214.jpg,neutral
Donatella_Versace_0003.jpg,happiness
Francisco_Flores_0002.jpg,neutral
Ray_Sherman_0001.jpg,happiness
Roh_Moo-hyun_0009.jpg,neutral
Dwarakish_83.jpg,sadness
Sushma_Swaraj_0001.jpg,neutral
Jennifer_Garner_0002.jpg,surprise
Princess_Hisako_0001.jpg,happiness
Wanda_Ilene_Barzee_0001.jpg,neutral
Thomas_Kelly_0001.jpg,neutral
Jack_Welch_0001.jpg,neutral
James_McGreevey_0003.jpg,neutral
SharmilaTagore_9.jpg,happiness
Jeremy_Greenstock_0007.jpg,neutral
Oscar_Elias_Biscet_0001.jpg,neutral
Vicente_Fox_0026.jpg,neutral
Phil_Mickelson_0002.jpg,neutral
Joseph_Biden_0002.jpg,neutral
Larry_Johnson_0001.jpg,happiness
Martie_Maguire_0001.jpg,happiness
Martin_Lawrence_0001.jpg,neutral
Leonard_Hamilton_0001.jpg,neutral
George_W_Bush_0397.jpg,neutral
Nancy_Demme_0002.jpg,neutral
Brian_Jordan_0001.jpg,happiness
Hans_Blix_0032.jpg,neutral
Oscar_Bolanos_0001.jpg,neutral
Muhammad_Ali_0007.jpg,neutral
Michael_Phelps_0003.jpg,happiness
Jacques_Chirac_0009.jpg,happiness
Lim_Dong-won_0001.jpg,neutral
Garry_Trudeau_0002.jpg,happiness
Donald_Rumsfeld_0034.jpg,neutral
Hugo_Chavez_0020.jpg,neutral
George_W_Bush_0069.jpg,neutral
Colin_Powell_0097.jpg,neutral
Avinash_1.jpg,neutral
Andre_Agassi_0029.jpg,happiness
Brooke_Adams_0001.jpg,happiness
Leah_Remini_0001.jpg,happiness
Venus_Williams_0008.jpg,sadness
Joseph_Deiss_0002.jpg,neutral
Gary_Coleman_0001.jpg,neutral
Al_Davis_0001.jpg,happiness
Juan_Carlos_Ferrero_0016.jpg,neutral
Ruben_Studdard_0002.jpg,happiness
Michael_Jordan_0002.jpg,neutral
Jules_Asner_0001.jpg,happiness
Al_Pacino_0002.jpg,neutral
Angela_Bassett_0002.jpg,happiness
Clive_Woodward_0001.jpg,happiness
Johannes_Rau_0001.jpg,happiness
Constance_Marie_0002.jpg,happiness
Queen_Elizabeth_II_0001.jpg,happiness
Colin_Powell_0228.jpg,neutral
Alexander_Downer_0001.jpg,happiness
SharmilaTagore_77.jpg,happiness
Gerry_Adams_0001.jpg,neutral
Romario_Farias_0001.jpg,happiness
Jayamadhuri_202.jpg,happiness
Richard_Rodriguez_0001.jpg,happiness
Fernando_Vargas_0003.jpg,neutral
Igor_Ivanov_0016.jpg,neutral
Gray_Davis_0003.jpg,happiness
Gunilla_Backman_0001.jpg,neutral
Patty_Sheehan_0001.jpg,happiness
Clint_Eastwood_0003.jpg,neutral
HrithikRoshan_121.jpg,disgust
Colin_Powell_0027.jpg,neutral
Gerald_Riley_0001.jpg,neutral
Prince_Rainier_III_0001.jpg,neutral
James_Schultz_0001.jpg,sadness
Ben_Affleck_0002.jpg,happiness
Carlos_Savedra_0001.jpg,happiness
Donald_Rumsfeld_0063.jpg,neutral
Jason_Mewes_0001.jpg,happiness
